1_ortho,2_phon,18_p_cvcv,24_nbsyll
surprotecteur,syRpRotEkt9R,CVCCCVCVCCVC,4
surprotectrice,syRpRotEktRis,CVCCCVCVCCCVC,4
surprotège,syRpRotEZ,CVCCCVCVC,3
surprotégeais,syRpRoteZE,CVCCCVCVCV,4
surprotéger,syRpROteZe,CVCCCVCVCV,4
surprotégé,syRpROteZe,CVCCCVCVCV,4
surprît,syRpRi,CVCCCV,2
surpuissance,syRp8is@s,CVCCYVCVC,3
surpuissant,syRp8is@,CVCCYVCV,3
surpuissante,syRp8is@t,CVCCYVCVC,3
surpuissants,syRp8is@,CVCCYVCV,3
surqualifié,syRkalifje,CVCCVCVCYV,4
surqualifiée,syRkalifje,CVCCVCVCYV,4
surréalisme,syRRealizm,CVCCVVCVCC,4
surréaliste,syRRealist,CVCCVVCVCC,4
surréaliste,syRRealist,CVCCVVCVCC,4
surréalistes,syRRealist,CVCCVVCVCC,4
surréalistes,syRRealist,CVCCVVCVCC,4
surréalité,syRRealite,CVCCVVCVCV,5
surréel,syRReEl,CVCCVVC,3
surréel,syRReEl,CVCCVVC,3
surréelle,syRReEl,CVCCVVC,3
surréelles,syRReEl,CVCCVVC,3
surrégime,syRReZim,CVCCVCVC,3
surrénal,syRRenal,CVCCVCVC,3
surrénale,syRRenal,CVCCVCVC,3
surrénales,syRRenal,CVCCVCVC,3
surrénalien,syRRenalj5,CVCCVCVCYV,4
surréservation,syRezERvasj§,CVCVCVCCVCYV,5
surs,syR,CVC,1
sursaturé,syRsatyRe,CVCCVCVCV,4
sursaturée,syRsatyRe,CVCCVCVCV,4
sursaturées,syRsatyRe,CVCCVCVCV,4
sursaut,syRso,CVCCV,2
sursauta,syRsota,CVCCVCV,3
sursautai,syRsotE,CVCCVCV,3
sursautaient,syRsotE,CVCCVCV,3
sursautais,syRsotE,CVCCVCV,3
sursautait,syRsotE,CVCCVCV,3
sursautant,syRsot@,CVCCVCV,3
sursaute,syRsot,CVCCVC,2
sursautent,syRsot,CVCCVC,2
sursauter,syRsote,CVCCVCV,3
sursauteraient,syRsot°RE,CVCCVCVCV,4
sursauterais,syRsot°RE,CVCCVCVCV,4
sursautez,syRsote,CVCCVCV,3
sursautons,syRsot§,CVCCVCV,3
sursauts,syRso,CVCCV,2
sursautât,syRsota,CVCCVCV,3
sursautèrent,syRsotER,CVCCVCVC,3
sursauté,syRsote,CVCCVCV,3
surseoir,syRswaR,CVCCYVC,2
sursis,syRsi,CVCCV,2
sursis,syRsi,CVCCV,2
sursitaire,syRsitER,CVCCVCVC,3
sursitaires,syRsitER,CVCCVCVC,3
sursum corda,syRsOmkORda,CVCCVCCVCCV,4
surtaxe,syRtaks,CVCCVCC,2
surtaxer,syRtakse,CVCCVCCV,3
surtaxes,syRtaks,CVCCVCC,2
surtaxés,syRtakse,CVCCVCCV,3
surtendu,syRt@dy,CVCCVCV,3
surtension,syRt@sj§,CVCCVCYV,3
surtout,syRtu,CVCCV,2
surtout,syRtu,CVCCV,2
surtouts,syRtu,CVCCV,2
surveilla,syRvEja,CVCCVYV,3
surveillaient,syRvEjE,CVCCVYV,3
surveillais,syRvEjE,CVCCVYV,3
surveillait,syRvEjE,CVCCVYV,3
surveillance,syRvEj@s,CVCCVYVC,3
surveillances,syRvEj@s,CVCCVYVC,3
surveillant,syRvEj@,CVCCVYV,3
surveillant,syRvEj@,CVCCVYV,3
surveillante,syRvEj@t,CVCCVYVC,3
surveillantes,syRvEj@t,CVCCVYVC,3
surveillants,syRvEj@,CVCCVYV,3
surveille,syRvEj,CVCCVY,2
surveillent,syRvEj,CVCCVY,2
surveiller,syRveje,CVCCVYV,3
surveillera,syRvEj°Ra,CVCCVYVCV,4
surveillerai,syRvEj°RE,CVCCVYVCV,4
surveilleraient,syRvEj°RE,CVCCVYVCV,4
surveillerais,syRvEj°RE,CVCCVYVCV,4
surveillerait,syRvEj°RE,CVCCVYVCV,4
surveilleras,syRvEj°Ra,CVCCVYVCV,4
surveillerez,syRvEj°Re,CVCCVYVCV,4
surveillerons,syRvEj°R§,CVCCVYVCV,4
surveilleront,syRvEj°R§,CVCCVYVCV,4
surveilles,syRvEj,CVCCVY,2
surveillez,syRvEje,CVCCVYV,3
surveilliez,syRvEje,CVCCVYV,3
surveillions,syRvEjj§,CVCCVYYV,3
surveillons,syRvEj§,CVCCVYV,3
surveillât,syRvEja,CVCCVYV,3
surveillé,syRveje,CVCCVYV,3
surveillée,syRveje,CVCCVYV,3
surveillées,syRveje,CVCCVYV,3
surveillés,syRveje,CVCCVYV,3
survenaient,syRv°nE,CVCCVCV,3
survenais,syRv°nE,CVCCVCV,3
survenait,syRv°nE,CVCCVCV,3
survenant,syRv°n@,CVCCVCV,3
survenants,syRv°n@,CVCCVCV,3
survenir,syRv°niR,CVCCVCVC,3
survenu,syRv°ny,CVCCVCV,3
survenue,syRv°ny,CVCCVCV,3
survenue,syRv°ny,CVCCVCV,3
survenues,syRv°ny,CVCCVCV,3
survenues,syRv°ny,CVCCVCV,3
survenus,syRv°ny,CVCCVCV,3
survie,syRvi,CVCCV,2
surviendra,syRvj5dRa,CVCCYVCCV,3
surviendraient,syRvj5dRE,CVCCYVCCV,3
surviendrait,syRvj5dRE,CVCCYVCCV,3
surviendront,syRvj5dR§,CVCCYVCCV,3
survienne,syRvjEn,CVCCYVC,2
surviennent,syRvjEn,CVCCYVC,2
survient,syRvj5,CVCCYV,2
survinrent,syRv5R,CVCCVC,2
survint,syRv5,CVCCV,2
survire,syRviR,CVCCVC,2
survis,syRvi,CVCCV,2
survit,syRvi,CVCCV,2
survitesse,syRvitEs,CVCCVCVC,3
survivaient,syRvivE,CVCCVCV,3
survivais,syRvivE,CVCCVCV,3
survivait,syRvivE,CVCCVCV,3
survivaliste,syRvivalist,CVCCVCVCVCC,4
survivance,syRviv@s,CVCCVCVC,3
survivances,syRviv@s,CVCCVCVC,3
survivant,syRviv@,CVCCVCV,3
survivant,syRviv@,CVCCVCV,3
survivant,syRviv@,CVCCVCV,3
survivante,syRviv@t,CVCCVCVC,3
survivante,syRviv@t,CVCCVCVC,3
survivantes,syRviv@t,CVCCVCVC,3
survivantes,syRviv@t,CVCCVCVC,3
survivants,syRviv@,CVCCVCV,3
survivants,syRviv@,CVCCVCV,3
survive,syRviv,CVCCVC,2
survivent,syRviv,CVCCVC,2
survives,syRviv,CVCCVC,2
survivez,syRvive,CVCCVCV,3
surviviez,syRvivje,CVCCVCYV,3
survivions,syRvivj§,CVCCVCYV,3
survivons,syRviv§,CVCCVCV,3
survivra,syRvivRa,CVCCVCCV,3
survivrai,syRvivRE,CVCCVCCV,3
survivraient,syRvivRE,CVCCVCCV,3
survivrais,syRvivRE,CVCCVCCV,3
survivrait,syRvivRE,CVCCVCCV,3
survivras,syRvivRa,CVCCVCCV,3
survivre,syRvivR,CVCCVCC,2
survivrez,syRvivRe,CVCCVCCV,3
survivriez,syRvivRie,CVCCVCCVV,4
survivrons,syRvivR§,CVCCVCCV,3
survivront,syRvivR§,CVCCVCCV,3
survol,syRvOl,CVCCVC,2
survola,syRvola,CVCCVCV,3
survolaient,syRvolE,CVCCVCV,3
survolais,syRvolE,CVCCVCV,3
survolait,syRvolE,CVCCVCV,3
survolant,syRvol@,CVCCVCV,3
survole,syRvOl,CVCCVC,2
survolent,syRvOl,CVCCVC,2
survoler,syRvole,CVCCVCV,3
survolera,syRvOl°Ra,CVCCVCVCV,4
survolerai,syRvOl°RE,CVCCVCVCV,4
survolerez,syRvOl°Re,CVCCVCVCV,4
survolerons,syRvOl°R§,CVCCVCVCV,4
survolez,syRvole,CVCCVCV,3
survolions,syRvolj§,CVCCVCYV,3
survolons,syRvol§,CVCCVCV,3
survols,syRvOl,CVCCVC,2
survoltage,syRvOltaZ,CVCCVCCVC,3
survoltait,syRvOltE,CVCCVCCV,3
survolteur,syRvOlt9R,CVCCVCCVC,3
survolté,syRvOlte,CVCCVCCV,3
survolté,syRvOlte,CVCCVCCV,3
survoltée,syRvOlte,CVCCVCCV,3
survoltée,syRvOlte,CVCCVCCV,3
survoltées,syRvOlte,CVCCVCCV,3
survoltés,syRvOlte,CVCCVCCV,3
survoltés,syRvOlte,CVCCVCCV,3
survolâmes,syRvolam,CVCCVCVC,3
survolé,syRvole,CVCCVCV,3
survolée,syRvole,CVCCVCV,3
survolées,syRvole,CVCCVCV,3
survécu,syRveky,CVCCVCV,3
survécurent,syRvekyR,CVCCVCVC,3
survécus,syRveky,CVCCVCV,3
survécut,syRveky,CVCCVCV,3
survécûmes,syRvekym,CVCCVCVC,3
survécût,syRveky,CVCCVCV,3
survêt,syRvE,CVCCV,2
survêtement,syRvEt°m@,CVCCVCVCV,4
survêtements,syRvEt°m@,CVCCVCVCV,4
survêts,syRvE,CVCCV,2
survînt,syRv5,CVCCV,2
surélevait,syRel°vE,CVCVCVCV,4
surélever,syRel°ve,CVCVCVCV,4
surélevez,syRel°ve,CVCVCVCV,4
surélevé,syRel°ve,CVCVCVCV,4
surélevée,syRel°ve,CVCVCVCV,4
surélevées,syRel°ve,CVCVCVCV,4
surélevés,syRel°ve,CVCVCVCV,4
surélève,syRelEv,CVCVCVC,3
surélévation,syRelevasj§,CVCVCVCVCYV,5
suréminente,syRemin@t,CVCVCVCVC,4
suréquipée,syRekipe,CVCVCVCV,4
surévaluation,syReval8asj§,CVCVCVCYVCYV,5
surévalué,syReval8e,CVCVCVCYV,4
sus,sy,CV,1
sus,sys,CVC,1
sus-orbitaire,sysORbitER,CVCVCCVCVC,4
susceptibilité,sysEptibilite,CVCVCCVCVCVCV,6
susceptibilités,sysEptibilite,CVCVCCVCVCVCV,6
susceptible,sysEptibl,CVCVCCVCC,3
susceptibles,sysEptibl,CVCVCCVCC,3
suscita,sysita,CVCVCV,3
suscitaient,sysitE,CVCVCV,3
suscitais,sysitE,CVCVCV,3
suscitait,sysitE,CVCVCV,3
suscitant,sysit@,CVCVCV,3
suscite,sysit,CVCVC,2
suscitent,sysit,CVCVC,2
susciter,sysite,CVCVCV,3
susciteraient,sysit°RE,CVCVCVCV,4
susciterait,sysit°RE,CVCVCVCV,4
susciteront,sysit°R§,CVCVCVCV,4
suscites,sysit,CVCVC,2
suscité,sysite,CVCVCV,3
suscitée,sysite,CVCVCV,3
suscitées,sysite,CVCVCV,3
suscités,sysite,CVCVCV,3
suscription,syskRipsj§,CVCCCVCCYV,3
susdit,sysdi,CVCCV,2
susdit,sysdi,CVCCV,2
susdite,sysdit,CVCCVC,2
susdite,sysdit,CVCCVC,2
susdites,sysdit,CVCCVC,2
sushi,suSi,CVCV,2
susmentionné,sysm@sjone,CVCCVCYVCV,4
susmentionnée,sysm@sjone,CVCCVCYVCV,4
susnommé,sysnome,CVCCVCV,3
susnommé,sysnome,CVCCVCV,3
susnommée,sysnome,CVCCVCV,3
susnommés,sysnome,CVCCVCV,3
suspect,syspE,CVCCV,2
suspect,syspE,CVCCV,2
suspectaient,syspEktE,CVCCVCCV,3
suspectais,syspEktE,CVCCVCCV,3
suspectait,syspEktE,CVCCVCCV,3
suspectant,syspEkt@,CVCCVCCV,3
suspecte,syspEkt,CVCCVCC,2
suspecte,syspEkt,CVCCVCC,2
suspecte,syspEkt,CVCCVCC,2
suspectent,syspEkt,CVCCVCC,2
suspecter,syspEkte,CVCCVCCV,3
suspectera,syspEkt°Ra,CVCCVCCVCV,4
suspecteraient,syspEkt°RE,CVCCVCCVCV,4
suspecterait,syspEkt°RE,CVCCVCCVCV,4
suspecteront,syspEkt°R§,CVCCVCCVCV,4
suspectes,syspEkt,CVCCVCC,2
suspectes,syspEkt,CVCCVCC,2
suspectes,syspEkt,CVCCVCC,2
suspectez,syspEkte,CVCCVCCV,3
suspectiez,syspEktje,CVCCVCCYV,3
suspectons,syspEkt§,CVCCVCCV,3
suspects,syspE,CVCCV,2
suspects,syspE,CVCCV,2
suspecté,syspEkte,CVCCVCCV,3
suspectée,syspEkte,CVCCVCCV,3
suspectées,syspEkte,CVCCVCCV,3
suspectés,syspEkte,CVCCVCCV,3
suspend,sysp@,CVCCV,2
suspendaient,sysp@dE,CVCCVCV,3
suspendais,sysp@dE,CVCCVCV,3
suspendait,sysp@dE,CVCCVCV,3
suspendant,sysp@d@,CVCCVCV,3
suspende,sysp@d,CVCCVC,2
suspendent,sysp@d,CVCCVC,2
suspendez,sysp@de,CVCCVCV,3
suspendirent,sysp@diR,CVCCVCVC,3
suspendit,sysp@di,CVCCVCV,3
suspendons,sysp@d§,CVCCVCV,3
suspendra,sysp@dRa,CVCCVCCV,3
suspendrai,sysp@dRE,CVCCVCCV,3
suspendrait,sysp@dRE,CVCCVCCV,3
suspendre,sysp@dR,CVCCVCC,2
suspendrez,sysp@dRe,CVCCVCCV,3
suspendrons,sysp@dR§,CVCCVCCV,3
suspendront,sysp@dR§,CVCCVCCV,3
suspends,sysp@,CVCCV,2
suspendu,sysp@dy,CVCCVCV,3
suspendu,sysp@dy,CVCCVCV,3
suspendue,sysp@dy,CVCCVCV,3
suspendue,sysp@dy,CVCCVCV,3
suspendues,sysp@dy,CVCCVCV,3
suspendues,sysp@dy,CVCCVCV,3
suspendus,sysp@dy,CVCCVCV,3
suspendus,sysp@dy,CVCCVCV,3
suspendît,sysp@di,CVCCVCV,3
suspens,sysp@,CVCCV,2
suspens,sysp@,CVCCV,2
suspense,syspEns,CVCCVCC,2
suspenses,syspEns,CVCCVCC,2
suspenseur,sysp@s9R,CVCCVCVC,3
suspenseurs,sysp@s9R,CVCCVCVC,3
suspensif,sysp@sif,CVCCVCVC,3
suspension,sysp@sj§,CVCCVCYV,3
suspensions,sysp@sj§,CVCCVCYV,3
suspensive,sysp@siv,CVCCVCVC,3
suspensoir,sysp@swaR,CVCCVCYVC,3
suspensoirs,sysp@swaR,CVCCVCYVC,3
suspente,sysp@t,CVCCVC,2
suspentes,sysp@t,CVCCVC,2
suspicieuse,syspisj2z,CVCCVCYVC,3
suspicieusement,syspisj2z°m@,CVCCVCYVCVCV,5
suspicieuses,syspisj2z,CVCCVCYVC,3
suspicieux,syspisj2,CVCCVCYV,3
suspicion,syspisj§,CVCCVCYV,3
suspicions,syspisj§,CVCCVCYV,3
susse,sys,CVC,1
sussent,sys,CVC,1
sustentation,syst@tasj§,CVCCVCVCYV,4
sustente,syst@t,CVCCVC,2
sustenter,syst@te,CVCCVCV,3
sustentés,syst@te,CVCCVCV,3
susu,sysy,CVCV,2
susucre,sysykR,CVCVCC,2
susurra,sysyRa,CVCVCV,3
susurrai,sysyRE,CVCVCV,3
susurraient,sysyRE,CVCVCV,3
susurrait,sysyRE,CVCVCV,3
susurrant,sysyR@,CVCVCV,3
susurre,sysyR,CVCVC,2
susurrement,sysyR°m@,CVCVCVCV,4
susurrements,sysyR°m@,CVCVCVCV,4
susurrent,sysyR,CVCVC,2
susurrer,sysyRe,CVCVCV,3
susurrerai,sysyR°RE,CVCVCVCV,4
susurré,sysyRe,CVCVCV,3
susurrée,sysyRe,CVCVCV,3
susurrées,sysyRe,CVCVCV,3
susurrés,sysyRe,CVCVCV,3
susvisée,sysvize,CVCCVCV,3
sut,sy,CV,1
sutra,sutRa,CVCCV,2
suturant,sytyR@,CVCVCV,3
suture,sytyR,CVCVC,2
suturer,sytyRe,CVCVCV,3
sutures,sytyR,CVCVC,2
suturé,sytyRe,CVCVCV,3
suturée,sytyRe,CVCVCV,3
sutémi,sutemi,CVCVCV,3
suzerain,syzR5,CVCCV,2
suzeraine,syzREn,CVCCVC,2
suzeraineté,syzREn°te,CVCCVCVCV,4
suzerains,syzR5,CVCCV,2
suât,s8a,CYV,1
suça,sysa,CVCV,2
suçage,sysaZ,CVCVC,2
suçages,sysaZ,CVCVC,2
suçaient,sysE,CVCV,2
suçais,sysE,CVCV,2
suçait,sysE,CVCV,2
suçant,sys@,CVCV,2
suçoir,syswaR,CVCYVC,2
suçoirs,syswaR,CVCYVC,2
suçon,sys§,CVCV,2
suçons,sys§,CVCV,2
suçota,sysota,CVCVCV,3
suçotait,sysotE,CVCVCV,3
suçotant,sysot@,CVCVCV,3
suçote,sysOt,CVCVC,2
suçotements,sysOt°m@,CVCVCVCV,4
suçotent,sysOt,CVCVC,2
suçoter,sysote,CVCVCV,3
suçoté,sysote,CVCVCV,3
suède,s8Ed,CYVC,1
sué,s8e,CYV,1
suédine,s8edin,CYVCVC,2
suédois,s8edwa,CYVCYV,2
suédois,s8edwa,CYVCYV,2
suédoise,s8edwaz,CYVCYVC,2
suédoise,s8edwaz,CYVCYVC,2
suédoises,s8edwaz,CYVCYVC,2
suédoises,s8edwaz,CYVCYVC,2
suée,s8e,CYV,1
suée,s8e,CYV,1
suées,s8e,CYV,1
svastika,svastika,CCVCCVCV,3
svastikas,svastika,CCVCCVCV,3
svelte,svElt,CCVCC,1
sveltes,svElt,CCVCC,1
sveltesse,svEltEs,CCVCCVC,2
svp,Esvepe,VCCVCV,3
swahili,swaili,CYVVCV,3
swahili,swaili,CYVVCV,3
sweat-shirt,switS9Rt,CYVCCVCC,2
sweater,swit9R,CYVCVC,2
sweaters,swit9R,CYVCVC,2
sweepstake,swipstEjk,CYVCCCVYC,2
swiftiennes,swiftjEn,CYVCCYVC,2
swing,swiG,CYVC,1
swings,swiG,CYVC,1
swinguaient,swiGE,CYVCV,2
sybarites,sibaRit,CVCVCVC,3
sybarites,sibaRit,CVCVCVC,3
sybaritisme,sibaRitizm,CVCVCVCVCC,4
sycomore,sikomOR,CVCVCVC,3
sycomores,sikomOR,CVCVCVC,3
sycophante,sikof@t,CVCVCVC,3
sycophantes,sikof@t,CVCVCVC,3
syllabe,silab,CVCVC,2
syllabes,silab,CVCVC,2
syllabus,silabys,CVCVCVC,3
syllepse,silEps,CVCVCC,2
syllogisme,siloZizm,CVCVCVCC,3
syllogismes,siloZizm,CVCVCVCC,3
syllogistique,siloZistik,CVCVCVCCVC,4
syllogistiques,siloZistik,CVCVCVCCVC,4
sylphes,silf,CVCC,1
sylphide,silfid,CVCCVC,2
sylphides,silfid,CVCCVC,2
sylvain,silv5,CVCCV,2
sylvains,silv5,CVCCV,2
sylvaner,silvanER,CVCCVCVC,3
sylve,silv,CVCC,1
sylvestre,silvEstR,CVCCVCCC,2
sylvestres,silvEstR,CVCCVCCC,2
sylviculture,silvikyltyR,CVCCVCVCCVC,4
sylvie,silvi,CVCCV,2
symbionte,s5bj§t,CVCYVC,2
symbiose,s5bjoz,CVCYVC,2
symbiote,s5bjOt,CVCYVC,2
symbiotes,s5bjOt,CVCYVC,2
symbiotique,s5bjotik,CVCYVCVC,3
symbole,s5bOl,CVCVC,2
symboles,s5bOl,CVCVC,2
symbolique,s5bolik,CVCVCVC,3
symboliquement,s5bolik°m@,CVCVCVCVCV,5
symboliques,s5bolik,CVCVCVC,3
symbolisa,s5boliza,CVCVCVCV,4
symbolisaient,s5bolizE,CVCVCVCV,4
symbolisait,s5bolizE,CVCVCVCV,4
symbolisant,s5boliz@,CVCVCVCV,4
symbolisant,s5boliz@,CVCVCVCV,4
symbolisation,s5bolizasj§,CVCVCVCVCYV,5
symbolise,s5boliz,CVCVCVC,3
symbolisent,s5boliz,CVCVCVC,3
symboliser,s5bolize,CVCVCVCV,4
symbolisera,s5boliz°Ra,CVCVCVCVCV,5
symboliserai,s5boliz°RE,CVCVCVCVCV,5
symboliserait,s5boliz°RE,CVCVCVCVCV,5
symbolisme,s5bolizm,CVCVCVCC,3
symboliste,s5bolist,CVCVCVCC,3
symboliste,s5bolist,CVCVCVCC,3
symbolisât,s5boliza,CVCVCVCV,4
symbolisé,s5bolize,CVCVCVCV,4
symbolisée,s5bolize,CVCVCVCV,4
symbolisés,s5bolize,CVCVCVCV,4
sympa,s5pa,CVCV,2
sympas,s5pa,CVCV,2
sympathectomie,s5patEktomi,CVCVCVCCVCV,5
sympathie,s5pati,CVCVCV,3
sympathies,s5pati,CVCVCV,3
sympathique,s5patik,CVCVCVC,3
sympathiques,s5patik,CVCVCVC,3
sympathisai,s5patizE,CVCVCVCV,4
sympathisaient,s5patizE,CVCVCVCV,4
sympathisait,s5patizE,CVCVCVCV,4
sympathisant,s5patiz@,CVCVCVCV,4
sympathisant,s5patiz@,CVCVCVCV,4
sympathisant,s5patiz@,CVCVCVCV,4
sympathisante,s5patiz@t,CVCVCVCVC,4
sympathisante,s5patiz@t,CVCVCVCVC,4
sympathisantes,s5patiz@t,CVCVCVCVC,4
sympathisantes,s5patiz@t,CVCVCVCVC,4
sympathisants,s5patiz@,CVCVCVCV,4
sympathisants,s5patiz@,CVCVCVCV,4
sympathise,s5patiz,CVCVCVC,3
sympathiser,s5patize,CVCVCVCV,4
sympathisera,s5patiz°Ra,CVCVCVCVCV,5
sympathiserez,s5patiz°Re,CVCVCVCVCV,5
sympathisez,s5patize,CVCVCVCV,4
sympathisions,s5patizj§,CVCVCVCYV,4
sympathisons,s5patiz§,CVCVCVCV,4
sympathisé,s5patize,CVCVCVCV,4
sympathomimétique,s5patomimetik,CVCVCVCVCVCVC,6
symphonie,s5foni,CVCVCV,3
symphonies,s5foni,CVCVCV,3
symphonique,s5fonik,CVCVCVC,3
symphoniques,s5fonik,CVCVCVC,3
symphorines,s5foRin,CVCVCVC,3
symphyse,s5fiz,CVCVC,2
symposium,s5pozjOm,CVCVCYVC,3
symposiums,s5pozjOm,CVCVCYVC,3
symptomatique,s5ptomatik,CVCCVCVCVC,4
symptomatiques,s5ptomatik,CVCCVCVCVC,4
symptomatologie,s5ptOmatOlOZi,CVCCVCVCVCVCV,6
symptôme,s5ptom,CVCCVC,2
symptômes,s5ptom,CVCCVC,2
symétrie,simetRi,CVCVCCV,3
symétries,simetRi,CVCVCCV,3
symétrique,simetRik,CVCVCCVC,3
symétriquement,simetRik°m@,CVCVCCVCVCV,5
symétriques,simetRik,CVCVCCVC,3
synagogale,sinagogal,CVCVCVCVC,4
synagogaux,sinagogo,CVCVCVCV,4
synagogue,sinagOg,CVCVCVC,3
synagogues,sinagOg,CVCVCVC,3
synapse,sinaps,CVCVCC,2
synapses,sinaps,CVCVCC,2
synaptique,sinaptik,CVCVCCVC,3
synaptiques,sinaptik,CVCVCCVC,3
synchro,s5kRo,CVCCV,2
synchrone,s5kRon,CVCCVC,2
synchrones,s5kRon,CVCCVC,2
synchronie,s5kRoni,CVCCVCV,3
synchronique,s5kRonik,CVCCVCVC,3
synchronisaient,s5kRonizE,CVCCVCVCV,4
synchronisation,s5kRonizasj§,CVCCVCVCVCYV,5
synchronise,s5kRoniz,CVCCVCVC,3
synchroniser,s5kRonize,CVCCVCVCV,4
synchronisera,s5kRoniz°Ra,CVCCVCVCVCV,5
synchroniseur,s5kROniz9R,CVCCVCVCVC,4
synchronisez,s5kRonize,CVCCVCVCV,4
synchronisme,s5kRonizm,CVCCVCVCC,3
synchronisons,s5kRoniz§,CVCCVCVCV,4
synchronisé,s5kRonize,CVCCVCVCV,4
synchronisée,s5kRonize,CVCCVCVCV,4
synchronisées,s5kRonize,CVCCVCVCV,4
synchronisés,s5kRonize,CVCCVCVCV,4
synchros,s5kRo,CVCCV,2
synchrotron,s5kRotR§,CVCCVCCV,3
syncopal,s5kopal,CVCVCVC,3
syncope,s5kOp,CVCVC,2
syncoper,s5kOpe,CVCVCV,3
syncopes,s5kOp,CVCVC,2
syncopé,s5kope,CVCVCV,3
syncopé,s5kope,CVCVCV,3
syncopée,s5kope,CVCVCV,3
syncopée,s5kope,CVCVCV,3
syncopées,s5kope,CVCVCV,3
syncopés,s5kope,CVCVCV,3
syncopés,s5kope,CVCVCV,3
syncrétisme,s5kRetizm,CVCCVCVCC,3
syncrétiste,s5kRetist,CVCCVCVCC,3
syncytial,s5sitjal,CVCVCYVC,3
syndic,s5dik,CVCVC,2
syndical,s5dikal,CVCVCVC,3
syndicale,s5dikal,CVCVCVC,3
syndicales,s5dikal,CVCVCVC,3
syndicalisation,s5dikalizasj§,CVCVCVCVCVCYV,6
syndicaliser,s5dikalize,CVCVCVCVCV,5
syndicalisme,s5dikalizm,CVCVCVCVCC,4
syndicaliste,s5dikalist,CVCVCVCVCC,4
syndicaliste,s5dikalist,CVCVCVCVCC,4
syndicalistes,s5dikalist,CVCVCVCVCC,4
syndicalistes,s5dikalist,CVCVCVCVCC,4
syndicat,s5dika,CVCVCV,3
syndication,s5dikasj§,CVCVCVCYV,4
syndicats,s5dika,CVCVCV,3
syndicaux,s5diko,CVCVCV,3
syndics,s5dik,CVCVC,2
syndique,s5dik,CVCVC,2
syndiquer,s5dike,CVCVCV,3
syndiquez,s5dike,CVCVCV,3
syndiqué,s5dike,CVCVCV,3
syndiqué,s5dike,CVCVCV,3
syndiqué,s5dike,CVCVCV,3
syndiquée,s5dike,CVCVCV,3
syndiquée,s5dike,CVCVCV,3
syndiquées,s5dike,CVCVCV,3
syndiqués,s5dike,CVCVCV,3
syndiqués,s5dike,CVCVCV,3
syndiqués,s5dike,CVCVCV,3
syndrome,s5dRom,CVCCVC,2
syndromes,s5dRom,CVCCVC,2
synecdoque,sinEkdOk,CVCVCCVC,3
synergie,sinERZi,CVCVCCV,3
synergies,sinERZi,CVCVCCV,3
synergique,sinERZik,CVCVCCVC,3
synergétique,sinERZetik,CVCVCCVCVC,4
synesthésie,sinEstezi,CVCVCCVCV,4
synode,sinOd,CVCVC,2
synonyme,sinonim,CVCVCVC,3
synonyme,sinonim,CVCVCVC,3
synonymes,sinonim,CVCVCVC,3
synonymes,sinonim,CVCVCVC,3
synopsie,sinOpsi,CVCVCCV,3
synopsis,sinOpsis,CVCVCCVC,3
synoptique,sinOptik,CVCVCCVC,3
synoviales,sinovjal,CVCVCYVC,3
synovite,sinOvit,CVCVCVC,3
syntagme,s5tagm,CVCVCC,2
syntaxe,s5taks,CVCVCC,2
syntaxes,s5taks,CVCVCC,2
syntaxique,s5taksik,CVCVCCVC,3
synthèse,s5tEz,CVCVC,2
synthèses,s5tEz,CVCVC,2
synthé,s5te,CVCV,2
synthés,s5te,CVCV,2
synthétique,s5tetik,CVCVCVC,3
synthétiquement,s5tetik°m@,CVCVCVCVCV,5
synthétiques,s5tetik,CVCVCVC,3
synthétise,s5tetiz,CVCVCVC,3
synthétisent,s5tetiz,CVCVCVC,3
synthétiser,s5tetize,CVCVCVCV,4
synthétisera,s5tetiz°Ra,CVCVCVCVCV,5
synthétiseur,s5tetiz9R,CVCVCVCVC,4
synthétiseurs,s5tetiz9R,CVCVCVCVC,4
synthétisé,s5tetize,CVCVCVCV,4
synthétisée,s5tetize,CVCVCVCV,4
synthétisés,s5tetize,CVCVCVCV,4
synérèses,sineREz,CVCVCVC,3
syphilis,sifilis,CVCVCVC,3
syphilitique,sifilitik,CVCVCVCVC,4
syphilitiques,sifilitik,CVCVCVCVC,4
syrah,siRa,CVCV,2
syriaque,siRjak,CVCYVC,2
syriaques,siRjak,CVCYVC,2
syrien,siRj5,CVCYV,2
syrien,siRj5,CVCYV,2
syrienne,siRjEn,CVCYVC,2
syrienne,siRjEn,CVCYVC,2
syriennes,siRjEn,CVCYVC,2
syriennes,siRjEn,CVCYVC,2
syriens,siRj5,CVCYV,2
syriens,siRj5,CVCYV,2
syringomyélie,siR5gOmjeli,CVCVCVCYVCV,5
syrinx,siR5ks,CVCVCC,2
syro,siRo,CVCV,2
syrtes,siRt,CVCC,1
systole,sistOl,CVCCVC,2
systolique,sistolik,CVCCVCVC,3
systoliques,sistolik,CVCCVCVC,3
système,sistEm,CVCCVC,2
systèmes,sistEm,CVCCVC,2
systèmes-clés,sistEmkle,CVCCVCCCV,3
systématique,sistematik,CVCCVCVCVC,4
systématiquement,sistematik°m@,CVCCVCVCVCVCV,6
systématiques,sistematik,CVCCVCVCVC,4
systématisation,sistematizasj§,CVCCVCVCVCVCYV,6
systématiser,sistematize,CVCCVCVCVCV,5
